id,keywords
17414,"[{'id': 5306, 'name': 'boss'}, {'id': 5572, 'name': 'fistfight'}, {'id': 10624, 'name': 'bully'}, {'id': 14762, 'name': 'orangutan'}, {'id': 158039, 'name': 'hotel manager'}]"
13997,"[{'id': 169078, 'name': 'nitrous oxide'}, {'id': 169079, 'name': 'candid camera'}, {'id': 169085, 'name': 'double act'}, {'id': 169086, 'name': 'political satire'}, {'id': 169097, 'name': 'crooked politician'}, {'id': 187056, 'name': 'woman director'}]"
2086,"[{'id': 441, 'name': 'assassination'}, {'id': 477, 'name': 'train station'}, {'id': 6078, 'name': 'politics'}, {'id': 12670, 'name': 'los angeles'}]"
61548,[]
9095,"[{'id': 964, 'name': 'servant'}, {'id': 1299, 'name': 'monster'}, {'id': 10124, 'name': 'laboratory'}, {'id': 156033, 'name': 'jekyll and hyde'}, {'id': 191009, 'name': 'housemaid'}, {'id': 207928, 'name': '19th century'}]"
12158,"[{'id': 3133, 'name': 'vampire'}, {'id': 3630, 'name': 'half vampire'}]"
9283,"[{'id': 155808, 'name': 'hometown'}]"
9208,"[{'id': 720, 'name': 'helicopter'}, {'id': 1261, 'name': 'river'}, {'id': 1316, 'name': 'captain'}, {'id': 1353, 'name': 'underground'}, {'id': 1666, 'name': 'mexican standoff'}, {'id': 1825, 'name': 'countdown'}, {'id': 3203, 'name': 'pilot'}, {'id': 5572, 'name': 'fistfight'}, {'id': 8122, 'name': 'canyon'}, {'id': 9052, 'name': 'major'}, {'id': 10085, 'name': 'betrayal'}, {'id': 12371, 'name': 'gunfight'}, {'id': 13008, 'name': 'train'}, {'id': 14601, 'name': 'explosion'}, {'id': 15263, 'name': 'park ranger'}, {'id': 18034, 'name': 'desert'}, {'id': 162365, 'name': 'military'}, {'id': 208547, 'name': 'nuclear device'}, {'id': 209476, 'name': 'boxing'}, {'id': 214472, 'name': 'stealth aircraft'}, {'id': 215861, 'name': 'abandoned mine'}, {'id': 219869, 'name': 'humvee'}]"
40154,"[{'id': 14531, 'name': 'play'}, {'id': 185011, 'name': 'hamlet'}, {'id': 207317, 'name': 'christmas'}, {'id': 207716, 'name': 'actor'}]"
406,"[{'id': 90, 'name': 'paris'}, {'id': 376, 'name': 'neo-nazi'}, {'id': 379, 'name': 'skinhead'}, {'id': 642, 'name': 'robbery'}, {'id': 796, 'name': 'police brutality'}, {'id': 898, 'name': 'hip-hop'}, {'id': 1419, 'name': 'gun'}, {'id': 1952, 'name': 'socially deprived family'}, {'id': 1974, 'name': 'breakdance'}, {'id': 1975, 'name': 'arabian'}, {'id': 3925, 'name': 'boredom'}, {'id': 9748, 'name': 'revenge'}, {'id': 14632, 'name': 'suburb'}, {'id': 14819, 'name': 'violence'}, {'id': 15090, 'name': 'police officer'}, {'id': 156052, 'name': 'unemployment'}, {'id': 156702, 'name': 'capture'}, {'id': 160910, 'name': 'xenophobia'}]"
45549,[]
63076,"[{'id': 2398, 'name': 'narration'}, {'id': 12396, 'name': 'hollywood'}, {'id': 13059, 'name': 'prostitution'}]"
11062,"[{'id': 417, 'name': 'corruption'}, {'id': 1568, 'name': 'undercover'}, {'id': 1601, 'name': 'war on drugs'}, {'id': 1919, 'name': 'mayor'}, {'id': 2231, 'name': 'drug dealer'}, {'id': 2946, 'name': 'presidential election'}, {'id': 4654, 'name': 'undercover agent'}, {'id': 5340, 'name': 'investigation'}, {'id': 6149, 'name': 'police'}, {'id': 14964, 'name': 'drug'}]"
13685,"[{'id': 380, 'name': 'brother brother relationship'}, {'id': 642, 'name': 'robbery'}, {'id': 1437, 'name': 'burglar'}, {'id': 2568, 'name': 'language barrier'}, {'id': 2669, 'name': 'motel'}, {'id': 10183, 'name': 'independent film'}, {'id': 10323, 'name': 'psychiatric hospital'}, {'id': 13097, 'name': 'maid'}, {'id': 14604, 'name': 'theft'}, {'id': 15274, 'name': 'nervous breakdown'}, {'id': 187710, 'name': 'escapade'}, {'id': 187717, 'name': 'laundry room'}]"
47475,[]
2045,"[{'id': 1157, 'name': 'wife husband relationship'}, {'id': 1706, 'name': 'experiment'}, {'id': 6149, 'name': 'police'}, {'id': 9826, 'name': 'murder'}, {'id': 9937, 'name': 'suspense'}, {'id': 10937, 'name': 'memory'}, {'id': 160313, 'name': 'forensic'}, {'id': 163114, 'name': 'gunman'}, {'id': 168069, 'name': 'animal experimentation'}]"
9614,"[{'id': 936, 'name': 'loss of mother'}, {'id': 1872, 'name': 'loss of father'}, {'id': 2702, 'name': 'golf'}, {'id': 6075, 'name': 'sport'}, {'id': 6128, 'name': 'taxes'}]"
688,"[{'id': 455, 'name': 'farewell'}, {'id': 596, 'name': 'adultery'}, {'id': 699, 'name': 'love at first sight'}, {'id': 1003, 'name': 'photographer'}, {'id': 1157, 'name': 'wife husband relationship'}, {'id': 2029, 'name': 'iowa'}, {'id': 2038, 'name': ""love of one's life""}, {'id': 2784, 'name': 'mother role'}, {'id': 3450, 'name': 'bridge'}, {'id': 3451, 'name': 'housewife'}, {'id': 3452, 'name': 'love letter'}, {'id': 4402, 'name': 'peasant'}, {'id': 5809, 'name': 'marriage crisis'}, {'id': 6025, 'name': 'photography'}, {'id': 6059, 'name': 'unsociability'}, {'id': 7879, 'name': 'secret love'}, {'id': 221355, 'name': 'nature documentary'}]"
11907,"[{'id': 530, 'name': 'prophecy'}, {'id': 3392, 'name': 'voodoo'}, {'id': 9457, 'name': 'single'}, {'id': 13072, 'name': 'falling in love'}, {'id': 187056, 'name': 'woman director'}, {'id': 196682, 'name': 'rich man'}]"
10874,"[{'id': 2041, 'name': 'island'}, {'id': 4418, 'name': 'pirate gang'}, {'id': 6300, 'name': 'puppet'}, {'id': 6956, 'name': 'treasure hunt'}]"
89333,[]
96357,"[{'id': 156121, 'name': 'ex-con'}]"
197,"[{'id': 30, 'name': 'individual'}, {'id': 388, 'name': 'scotland'}, {'id': 930, 'name': 'in love with enemy'}, {'id': 3754, 'name': 'legend'}, {'id': 4097, 'name': 'independence'}, {'id': 6987, 'name': 'idealism'}, {'id': 162845, 'name': 'revolt'}, {'id': 189433, 'name': 'tyranny'}]"
103,"[{'id': 422, 'name': 'vietnam veteran'}, {'id': 444, 'name': 'taxi'}, {'id': 1523, 'name': 'obsession'}, {'id': 2231, 'name': 'drug dealer'}, {'id': 4225, 'name': 'night shift'}, {'id': 7002, 'name': 'vigilante'}, {'id': 7368, 'name': 'alienation'}, {'id': 9622, 'name': 'misanthrope'}, {'id': 11325, 'name': 'shot to death'}, {'id': 33625, 'name': 'illegal prostitution'}, {'id': 167104, 'name': 'loner'}]"
33542,"[{'id': 242, 'name': 'new york'}, {'id': 779, 'name': 'martial arts'}, {'id': 1545, 'name': 'supermarket'}, {'id': 2987, 'name': 'gang war'}, {'id': 4640, 'name': 'disabled child'}, {'id': 10726, 'name': 'gang'}, {'id': 13027, 'name': 'wedding'}, {'id': 33461, 'name': 'diamond'}, {'id': 161307, 'name': 'bronx'}, {'id': 179431, 'name': 'duringcreditsstinger'}]"
43566,[]
71754,"[{'id': 6015, 'name': 'mining'}, {'id': 40897, 'name': 'dance lesson'}, {'id': 164742, 'name': 'coal mining'}, {'id': 188645, 'name': 'bagpipes'}]"
43612,"[{'id': 12392, 'name': 'best friend'}, {'id': 15016, 'name': 'twins'}, {'id': 17953, 'name': 'country'}, {'id': 177035, 'name': 'identity swap'}, {'id': 187056, 'name': 'woman director'}]"
51352,"[{'id': 1755, 'name': 'fascism'}, {'id': 2450, 'name': 'auschwitz'}, {'id': 4020, 'name': 'typhus'}, {'id': 4399, 'name': 'victim'}, {'id': 4434, 'name': 'interview'}, {'id': 10360, 'name': 'prejudice'}, {'id': 11728, 'name': 'burglary'}, {'id': 15199, 'name': 'rabbit'}]"
16934,"[{'id': 212, 'name': 'london england'}, {'id': 351, 'name': 'poison'}, {'id': 9672, 'name': 'based on true story'}, {'id': 9826, 'name': 'murder'}, {'id': 10714, 'name': 'serial killer'}, {'id': 11857, 'name': 'mental institution'}, {'id': 13130, 'name': 'teenager'}, {'id': 15106, 'name': 'psychiatrist'}, {'id': 232550, 'name': 'stepmother'}, {'id': 234682, 'name': 'social misfit'}]"
10324,"[{'id': 1253, 'name': 'roommate'}, {'id': 9457, 'name': 'single'}, {'id': 9673, 'name': 'love'}, {'id': 10183, 'name': 'independent film'}, {'id': 12392, 'name': 'best friend'}, {'id': 158967, 'name': 'brooklyn bridge'}]"
78406,"[{'id': 380, 'name': 'brother brother relationship'}, {'id': 7375, 'name': 'twin brother'}, {'id': 10909, 'name': 'lawyer'}, {'id': 155881, 'name': 'estate'}, {'id': 208563, 'name': 'santa barbara california'}]"
55731,"[{'id': 1668, 'name': 'hawaii'}, {'id': 5657, 'name': 'australia'}, {'id': 10508, 'name': 'teacher'}, {'id': 33885, 'name': 'car'}, {'id': 175976, 'name': 'solar power'}]"
32119,[]
11066,"[{'id': 2273, 'name': 'role of women'}, {'id': 2336, 'name': 'ladykiller'}, {'id': 3836, 'name': 'success'}, {'id': 6779, 'name': ""ladies' man""}, {'id': 7769, 'name': 'chefin'}, {'id': 8642, 'name': 'casanova'}, {'id': 9094, 'name': 'womanizer'}]"
11104,"[{'id': 1595, 'name': 'ex-girlfriend'}, {'id': 3391, 'name': 'drug smuggle'}, {'id': 5490, 'name': 'girlfriend'}, {'id': 6618, 'name': 'snack bar'}, {'id': 9840, 'name': 'romance'}, {'id': 12354, 'name': 'hong kong'}, {'id': 180294, 'name': 'pineapple'}, {'id': 185265, 'name': 'expiration date'}, {'id': 185266, 'name': 'flight attendant'}]"
37975,[]
2074,"[{'id': 5498, 'name': 'lsd'}, {'id': 6230, 'name': 'looking for  birth parents'}, {'id': 6231, 'name': 'half-brother'}, {'id': 10183, 'name': 'independent film'}]"
27793,"[{'id': 334, 'name': 'flying'}, {'id': 2343, 'name': 'magic'}]"
44284,"[{'id': 187056, 'name': 'woman director'}]"
290157,[]
110972,[]
32622,"[{'id': 10183, 'name': 'independent film'}, {'id': 187056, 'name': 'woman director'}]"
73067,"[{'id': 5202, 'name': 'boy'}, {'id': 13028, 'name': 'writer'}, {'id': 14985, 'name': 'ireland'}, {'id': 187844, 'name': 'flashback'}, {'id': 208501, 'name': 'troop ship'}]"
11863,"[{'id': 550, 'name': 'callgirl'}, {'id': 582, 'name': 'san francisco'}, {'id': 5340, 'name': 'investigation'}, {'id': 9826, 'name': 'murder'}]"
55475,"[{'id': 242, 'name': 'new york'}, {'id': 1625, 'name': 'emigration'}, {'id': 190019, 'name': 'dominican republic'}]"
124636,[]
9101,"[{'id': 339, 'name': 'submarine'}, {'id': 4410, 'name': 'u.s. navy'}, {'id': 9789, 'name': 'misfit'}]"
123360,"[{'id': 5565, 'name': 'biography'}]"
5757,"[{'id': 10180, 'name': 'homosexuality'}, {'id': 10183, 'name': 'independent film'}, {'id': 11800, 'name': 'mockumentary'}]"
39428,"[{'id': 531, 'name': 'southern usa'}, {'id': 818, 'name': 'based on novel'}, {'id': 10229, 'name': 'singer'}, {'id': 207981, 'name': 'south'}]"
124639,[]
9302,"[{'id': 238179, 'name': 'skab under tv'}, {'id': 238241, 'name': 'foran'}, {'id': 238242, 'name': 'nederste hylde'}]"
11000,"[{'id': 237, 'name': 'gay'}, {'id': 824, 'name': 'drag queen'}, {'id': 1013, 'name': 'homophobia'}, {'id': 1196, 'name': 'florida'}, {'id': 1862, 'name': 'coming out'}, {'id': 2944, 'name': 'senator'}, {'id': 6083, 'name': 'politician'}, {'id': 158718, 'name': 'lgbt'}, {'id': 201554, 'name': 'crossdressing'}, {'id': 210608, 'name': '1990s'}]"
249882,"[{'id': 1262, 'name': 'mountain'}, {'id': 2618, 'name': 'miracle'}, {'id': 10164, 'name': 'apparition'}, {'id': 173644, 'name': 'communism'}, {'id': 178611, 'name': 'virgin mary'}]"
16388,"[{'id': 9673, 'name': 'love'}, {'id': 10183, 'name': 'independent film'}, {'id': 12392, 'name': 'best friend'}, {'id': 188993, 'name': 'true love'}, {'id': 208725, 'name': 'irish catholic'}]"
9737,"[{'id': 416, 'name': 'miami'}, {'id': 703, 'name': 'detective'}, {'id': 772, 'name': 'handcuffs'}, {'id': 822, 'name': 'airport'}, {'id': 1666, 'name': 'mexican standoff'}, {'id': 3688, 'name': 'strip club'}, {'id': 4009, 'name': 'witness protection'}, {'id': 9844, 'name': 'car crash'}, {'id': 11730, 'name': 'internal affairs'}, {'id': 12371, 'name': 'gunfight'}, {'id': 14601, 'name': 'explosion'}, {'id': 14707, 'name': 'brutality'}, {'id': 14967, 'name': 'foot chase'}, {'id': 15483, 'name': 'car chase'}, {'id': 18026, 'name': 'drug lord'}, {'id': 166856, 'name': 'hangar'}, {'id': 167114, 'name': 'loose cannon'}, {'id': 167115, 'name': 'bust'}, {'id': 167119, 'name': 'reference to skittles'}, {'id': 167124, 'name': 'black cop'}, {'id': 167128, 'name': 'badge'}, {'id': 219404, 'name': 'action hero'}, {'id': 226376, 'name': 'corrupt cop'}]"
30765,"[{'id': 478, 'name': 'china'}, {'id': 8531, 'name': 'panda'}, {'id': 8723, 'name': 'poacher'}]"
10474,"[{'id': 6075, 'name': 'sport'}, {'id': 6496, 'name': 'basketball'}, {'id': 6782, 'name': 'addiction'}, {'id': 9713, 'name': 'friends'}, {'id': 14964, 'name': 'drug'}]"
22279,"[{'id': 392, 'name': 'england'}, {'id': 818, 'name': 'based on novel'}, {'id': 6344, 'name': 'liverpool'}, {'id': 206032, 'name': 'theatre company'}, {'id': 207883, 'name': '1940s'}]"
30157,"[{'id': 10183, 'name': 'independent film'}]"
568,"[{'id': 305, 'name': 'moon'}, {'id': 1196, 'name': 'florida'}, {'id': 1432, 'name': 'nasa'}, {'id': 2345, 'name': 'spaceman'}, {'id': 4776, 'name': 'race against time'}, {'id': 9609, 'name': 'houston'}, {'id': 9672, 'name': 'based on true story'}, {'id': 9882, 'name': 'space'}, {'id': 10084, 'name': 'rescue'}, {'id': 10349, 'name': 'survival'}, {'id': 10617, 'name': 'disaster'}, {'id': 14601, 'name': 'explosion'}, {'id': 14626, 'name': 'astronaut'}, {'id': 156395, 'name': 'imax'}, {'id': 184994, 'name': 'saturn v rocket'}, {'id': 189098, 'name': 'courage'}, {'id': 193479, 'name': 'hypothermia'}, {'id': 226233, 'name': 'apollo program'}, {'id': 226234, 'name': 'cape kennedy'}, {'id': 226235, 'name': 'lunar mission'}, {'id': 226236, 'name': 'spacecraft accident'}]"
11780,"[{'id': 388, 'name': 'scotland'}, {'id': 5565, 'name': 'biography'}, {'id': 160279, 'name': '18th century'}, {'id': 208070, 'name': 'highlands'}, {'id': 220446, 'name': 'violent man'}]"
34996,"[{'id': 242, 'name': 'new york'}, {'id': 490, 'name': 'philosophy'}, {'id': 3133, 'name': 'vampire'}, {'id': 11221, 'name': 'blood'}, {'id': 12105, 'name': 'student'}, {'id': 14819, 'name': 'violence'}]"
414,"[{'id': 483, 'name': 'riddle'}, {'id': 849, 'name': 'dc comics'}, {'id': 3259, 'name': 'rose'}, {'id': 6969, 'name': 'gotham city'}, {'id': 9104, 'name': 'partner'}, {'id': 9715, 'name': 'superhero'}, {'id': 10486, 'name': 'robin'}, {'id': 10525, 'name': 'broken neck'}, {'id': 11268, 'name': 'psychologist'}, {'id': 14819, 'name': 'violence'}, {'id': 15009, 'name': 'criminal'}, {'id': 33518, 'name': 'district attorney'}, {'id': 33626, 'name': 'millionaire'}, {'id': 33981, 'name': 'falling down stairs'}, {'id': 34156, 'name': 'tied up'}, {'id': 156116, 'name': 'tommy gun'}, {'id': 157166, 'name': 'beretta'}, {'id': 157583, 'name': 'knocked out'}, {'id': 163455, 'name': 'super powers'}, {'id': 170383, 'name': 'disfigurement'}, {'id': 170652, 'name': 'father figure'}]"
649,"[{'id': 549, 'name': 'prostitute'}, {'id': 596, 'name': 'adultery'}, {'id': 848, 'name': 'double life'}, {'id': 851, 'name': 'dual identity'}, {'id': 931, 'name': 'jealousy'}, {'id': 1157, 'name': 'wife husband relationship'}, {'id': 1411, 'name': 'brothel'}, {'id': 1566, 'name': 'dream'}, {'id': 2316, 'name': ""women's sexual identity""}, {'id': 2486, 'name': 'fantasy'}, {'id': 3260, 'name': 'masochism'}, {'id': 10183, 'name': 'independent film'}]"
1873,"[{'id': 5499, 'name': 'burma'}, {'id': 5855, 'name': 'rangoon'}, {'id': 13005, 'name': 'doctor'}]"
5894,"[{'id': 919, 'name': 'smoking'}, {'id': 1901, 'name': 'corner shop'}, {'id': 3170, 'name': 'cigarette'}, {'id': 6357, 'name': 'tobacco'}, {'id': 6458, 'name': 'cigar'}, {'id': 10183, 'name': 'independent film'}]"
1775,[]
8839,"[{'id': 3335, 'name': 'halloween'}, {'id': 6054, 'name': 'friendship'}, {'id': 6152, 'name': 'supernatural'}, {'id': 6155, 'name': 'afterlife'}, {'id': 9713, 'name': 'friends'}, {'id': 15017, 'name': 'danger'}, {'id': 162846, 'name': 'ghost'}, {'id': 189449, 'name': 'disorder'}, {'id': 193545, 'name': 'young heroes'}, {'id': 202322, 'name': 'imaginary'}, {'id': 206813, 'name': 'supernatural ability'}, {'id': 206834, 'name': 'mischievous children'}]"
20649,"[{'id': 11505, 'name': 'drug pusher'}, {'id': 13008, 'name': 'train'}, {'id': 14964, 'name': 'drug'}, {'id': 18026, 'name': 'drug lord'}]"
10329,"[{'id': 690, 'name': 'gorilla'}, {'id': 2521, 'name': 'kongo'}, {'id': 3379, 'name': 'diamond mine'}, {'id': 33461, 'name': 'diamond'}]"
8963,"[{'id': 339, 'name': 'submarine'}, {'id': 1860, 'name': 'mutiny'}, {'id': 2139, 'name': 'russia'}, {'id': 2534, 'name': 'missile'}, {'id': 3312, 'name': 'nuclear missile'}, {'id': 4123, 'name': 'embassy'}, {'id': 4410, 'name': 'u.s. navy'}, {'id': 4933, 'name': 'battle for power'}, {'id': 6791, 'name': 'torpedo'}, {'id': 162365, 'name': 'military'}, {'id': 198423, 'name': 'moral dilemma'}, {'id': 217133, 'name': 'post cold war'}, {'id': 221092, 'name': 'aircraft carrier'}, {'id': 226740, 'name': 'chain of command'}, {'id': 226741, 'name': 'launch code'}, {'id': 226742, 'name': 'sonar'}]"
26564,"[{'id': 1353, 'name': 'underground'}, {'id': 5565, 'name': 'biography'}, {'id': 14893, 'name': 'art'}]"
8068,"[{'id': 75, 'name': 'gunslinger'}, {'id': 139, 'name': 'anti terror'}, {'id': 502, 'name': 'ambush'}, {'id': 534, 'name': 'mexico'}, {'id': 797, 'name': 'showdown'}, {'id': 953, 'name': 'guitar'}, {'id': 2483, 'name': 'nudity'}, {'id': 2708, 'name': 'hitman'}, {'id': 3458, 'name': 'bartender'}, {'id': 9748, 'name': 'revenge'}, {'id': 10044, 'name': 'tragic hero'}, {'id': 10950, 'name': 'shootout'}, {'id': 14575, 'name': 'mariachi'}, {'id': 14601, 'name': 'explosion'}, {'id': 14687, 'name': 'extreme violence'}, {'id': 14707, 'name': 'brutality'}, {'id': 18026, 'name': 'drug lord'}, {'id': 41372, 'name': 'leg brace'}, {'id': 154889, 'name': 'concealed weapon'}, {'id': 187844, 'name': 'flashback'}, {'id': 226790, 'name': 'bookstore'}]"
8512,"[{'id': 5823, 'name': 'jazz club'}, {'id': 9826, 'name': 'murder'}, {'id': 12670, 'name': 'los angeles'}, {'id': 155790, 'name': 'private detective'}, {'id': 195402, 'name': 'film noir'}, {'id': 207268, 'name': 'neo-noir'}]"
1572,"[{'id': 258, 'name': 'bomb'}, {'id': 444, 'name': 'taxi'}, {'id': 483, 'name': 'riddle'}, {'id': 642, 'name': 'robbery'}, {'id': 703, 'name': 'detective'}, {'id': 720, 'name': 'helicopter'}, {'id': 1321, 'name': 'gold'}, {'id': 1552, 'name': 'subway'}, {'id': 3799, 'name': 'ship'}, {'id': 5572, 'name': 'fistfight'}, {'id': 6149, 'name': 'police'}, {'id': 9663, 'name': 'sequel'}, {'id': 9758, 'name': 'deception'}, {'id': 10950, 'name': 'shootout'}, {'id': 14512, 'name': 'new york city'}, {'id': 14601, 'name': 'explosion'}, {'id': 14819, 'name': 'violence'}, {'id': 15483, 'name': 'car chase'}, {'id': 18525, 'name': 'fbi agent'}, {'id': 177309, 'name': 'simon says'}, {'id': 187844, 'name': 'flashback'}, {'id': 188329, 'name': 'dump truck'}, {'id': 192707, 'name': 'aqueduct'}, {'id': 219404, 'name': 'action hero'}, {'id': 226838, 'name': 'federal reserve bank'}]"
13552,"[{'id': 572, 'name': 'sex'}, {'id': 1664, 'name': 'eroticism'}, {'id': 2483, 'name': 'nudity'}, {'id': 2652, 'name': 'nazis'}, {'id': 9937, 'name': 'suspense'}, {'id': 13017, 'name': 'drifter'}, {'id': 180340, 'name': 'voyeur'}]"
259209,[]
6520,"[{'id': 3966, 'name': 'camelot'}, {'id': 10466, 'name': 'knight'}, {'id': 10982, 'name': 'king arthur'}, {'id': 177128, 'name': 'excalibur'}, {'id': 177129, 'name': 'knights of the round table'}]"
9073,"[{'id': 2526, 'name': 'human animal relationship'}, {'id': 4676, 'name': 'whale'}, {'id': 155529, 'name': 'killer whale'}]"
10428,"[{'id': 293, 'name': 'female nudity'}, {'id': 2157, 'name': 'hacker'}, {'id': 2483, 'name': 'nudity'}, {'id': 2812, 'name': 'computer virus'}, {'id': 4563, 'name': 'virtual reality'}, {'id': 6104, 'name': 'computer'}, {'id': 9835, 'name': 'sexual fantasy'}, {'id': 9864, 'name': 'prank'}, {'id': 11615, 'name': 'internet'}, {'id': 12190, 'name': 'cyberpunk'}, {'id': 13130, 'name': 'teenager'}, {'id': 14512, 'name': 'new york city'}, {'id': 41249, 'name': 'secret service'}, {'id': 155555, 'name': 'computer hacker'}, {'id': 160840, 'name': 'dream sequence'}]"
17447,"[{'id': 237, 'name': 'gay'}, {'id': 740, 'name': 'aids'}, {'id': 10181, 'name': 'based on play or musical'}, {'id': 165770, 'name': 'hiv positive'}]"
9886,"[{'id': 2588, 'name': 'brain'}, {'id': 3321, 'name': 'childhood memory'}, {'id': 4565, 'name': 'dystopia'}, {'id': 6135, 'name': 'pharmaceutical industry'}, {'id': 6566, 'name': 'computer chip'}, {'id': 8662, 'name': 'courier'}, {'id': 10919, 'name': 'cyber'}, {'id': 12190, 'name': 'cyberpunk'}]"
9482,"[{'id': 934, 'name': 'judge'}, {'id': 4458, 'name': 'post-apocalyptic'}, {'id': 4565, 'name': 'dystopia'}, {'id': 9717, 'name': 'based on comic'}, {'id': 15090, 'name': 'police officer'}, {'id': 18712, 'name': 'based on graphic novel'}, {'id': 160159, 'name': 'frame up'}, {'id': 162988, 'name': 'dystopic future'}, {'id': 180172, 'name': 'framed for murder'}, {'id': 182703, 'name': 'gene'}, {'id': 182706, 'name': 'prosthetic limb'}, {'id': 182709, 'name': 'post holocaust'}, {'id': 182711, 'name': 'dna testing'}, {'id': 203165, 'name': 'dredd'}, {'id': 236590, 'name': '2000 ad'}]"
19326,"[{'id': 6593, 'name': 'stripper'}, {'id': 8881, 'name': 'jury'}, {'id': 9465, 'name': 'jurist'}, {'id': 10183, 'name': 'independent film'}, {'id': 10639, 'name': 'jury duty'}, {'id': 10640, 'name': 'verdict'}]"
9344,"[{'id': 1525, 'name': 'puberty'}, {'id': 2201, 'name': 'first time'}]"
9071,"[{'id': 1388, 'name': 'cinema'}, {'id': 10183, 'name': 'independent film'}, {'id': 11614, 'name': 'filmmaker'}]"
8973,"[{'id': 3419, 'name': 'fanatic'}, {'id': 6152, 'name': 'supernatural'}, {'id': 6333, 'name': 'wizardry'}, {'id': 6506, 'name': 'resurrection'}, {'id': 173162, 'name': 'sect'}, {'id': 221387, 'name': 'occultism'}]"
15730,[]
47608,"[{'id': 1252, 'name': 'suicide attempt'}, {'id': 3616, 'name': 'college'}, {'id': 10049, 'name': 'teen angst'}, {'id': 41329, 'name': 'mental illness'}, {'id': 187056, 'name': 'woman director'}]"
2293,"[{'id': 572, 'name': 'sex'}, {'id': 4325, 'name': 'game show'}, {'id': 8631, 'name': 'slacker'}, {'id': 41175, 'name': 'shopping'}, {'id': 157690, 'name': 'mall'}, {'id': 162296, 'name': 'ex-boyfriend ex-girlfriend relationship'}, {'id': 168033, 'name': 'jay and silent bob'}, {'id': 171329, 'name': 'silent man'}, {'id': 171343, 'name': 'coke'}, {'id': 171346, 'name': 'bandleader'}, {'id': 179430, 'name': 'aftercreditsstinger'}]"
9070,"[{'id': 10988, 'name': 'based on tv series'}, {'id': 12667, 'name': 'tokusatsu'}, {'id': 155030, 'name': 'superhero team'}, {'id': 173577, 'name': 'ethnic diversity'}, {'id': 191474, 'name': 'super sentai'}, {'id': 201635, 'name': 'power rangers'}, {'id': 203223, 'name': 'mighty morphin power rangers'}, {'id': 203224, 'name': 'mmpr'}]"
68274,"[{'id': 4129, 'name': 'widow'}, {'id': 5248, 'name': 'female friendship'}, {'id': 9872, 'name': 'grief'}, {'id': 175421, 'name': 'death of husband'}]"
48787,"[{'id': 3713, 'name': 'chase'}, {'id': 6149, 'name': 'police'}, {'id': 9826, 'name': 'murder'}, {'id': 10392, 'name': 'mute'}, {'id': 197452, 'name': 'disk'}]"
34574,"[{'id': 242, 'name': 'new york'}, {'id': 3133, 'name': 'vampire'}, {'id': 3633, 'name': 'dracula'}]"
1642,"[{'id': 1332, 'name': 'cheating'}, {'id': 2547, 'name': 'new identity'}, {'id': 2812, 'name': 'computer virus'}, {'id': 3713, 'name': 'chase'}, {'id': 6104, 'name': 'computer'}, {'id': 10333, 'name': 'stalking'}]"
11472,"[{'id': 970, 'name': 'parent child relationship'}, {'id': 1009, 'name': 'baby'}, {'id': 6038, 'name': 'marriage'}, {'id': 13149, 'name': 'pregnancy'}, {'id': 168386, 'name': 'child wish'}]"
36196,"[{'id': 295, 'name': 'library'}, {'id': 8508, 'name': 'party'}, {'id': 10183, 'name': 'independent film'}, {'id': 11678, 'name': 'free spirit'}, {'id': 187056, 'name': 'woman director'}, {'id': 207447, 'name': 'librarian'}]"
11980,"[{'id': 290, 'name': 'angel'}, {'id': 3648, 'name': 'archangel gabriel'}, {'id': 9511, 'name': 'menschheit'}]"
58372,"[{'id': 2754, 'name': 'trauma'}, {'id': 4325, 'name': 'game show'}, {'id': 11322, 'name': 'female protagonist'}, {'id': 207317, 'name': 'christmas'}]"
32646,"[{'id': 572, 'name': 'sex'}, {'id': 852, 'name': 'chemical'}, {'id': 1279, 'name': 'medicine'}, {'id': 3451, 'name': 'housewife'}, {'id': 6305, 'name': 'pollution'}, {'id': 6898, 'name': 'quarantine'}, {'id': 10183, 'name': 'independent film'}, {'id': 12097, 'name': 'allergy'}, {'id': 15106, 'name': 'psychiatrist'}, {'id': 40895, 'name': 'illness'}, {'id': 189449, 'name': 'disorder'}, {'id': 202579, 'name': 'retreat'}, {'id': 235410, 'name': 'multiple chemical sensitivity (mcs)'}, {'id': 235411, 'name': 'environmental illness'}]"
10533,"[{'id': 818, 'name': 'based on novel'}, {'id': 2871, 'name': 'burning of witches'}, {'id': 10223, 'name': 'puritan'}, {'id': 13149, 'name': 'pregnancy'}, {'id': 15060, 'name': 'period drama'}, {'id': 34094, 'name': 'extramarital affair'}]"
56088,[]
10802,"[{'id': 246, 'name': 'dancing'}, {'id': 293, 'name': 'female nudity'}, {'id': 1663, 'name': 'go-go dancer'}, {'id': 2874, 'name': 'spanner'}, {'id': 3182, 'name': 'seduction'}, {'id': 4378, 'name': 'striptease'}, {'id': 7017, 'name': 'sexappeal'}]"
10149,"[{'id': 919, 'name': 'smoking'}, {'id': 1621, 'name': 'robber'}, {'id': 3170, 'name': 'cigarette'}, {'id': 6458, 'name': 'cigar'}, {'id': 8736, 'name': 'laden'}, {'id': 10183, 'name': 'independent film'}, {'id': 13028, 'name': 'writer'}]"
